"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"9777-185d6d76-ab4b-4230-bb91-3d27c34ff614","185d6d76-ab4b-4230-bb91-3d27c34ff614",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777-365fefd4-c619-4d98-b470-86c196dc9eb7","365fefd4-c619-4d98-b470-86c196dc9eb7",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,33,0,5,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777-3d53db08-5ca1-421c-9632-baa5ee00c557","3d53db08-5ca1-421c-9632-baa5ee00c557",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,2,0,4,3,3,2,3,2,3,4,3,2,33,1,4,0,0,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777-c9a55c9d-e91a-40f8-9816-e0d57bf12245","c9a55c9d-e91a-40f8-9816-e0d57bf12245",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,2,3,3,3,3,3,3,3,3,3,NA,1,1,1,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777-debeed56-baea-4f5e-996a-783d18ab1589","debeed56-baea-4f5e-996a-783d18ab1589",9777,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,1,7,37,"2020-02-27 20:51:30",1,"False",7180,522569,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,3,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-7a7f33d2-6885-4cfb-9ba6-11921c8cd458","7a7f33d2-6885-4cfb-9ba6-11921c8cd458",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,3,2,3,2,2,4,3,2,3,3,3,3,29,1,4,0,1,1,35,NA,4,3,4,3,4,4,4,4,4
"9779-91137929-5600-4ea3-a271-7818b846fce4","91137929-5600-4ea3-a271-7818b846fce4",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,2,3,4,4,3,2,3,4,3,2,4,3,26,1,5,0,1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-996a6e2b-de45-4cf1-a1e6-3e270bf3a66b","996a6e2b-de45-4cf1-a1e6-3e270bf3a66b",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-bda45ac4-1125-4b6c-b6f6-559c7935435b","bda45ac4-1125-4b6c-b6f6-559c7935435b",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,3,2,3,3,3,2,4,4,3,3,3,2,25,1,1,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-c9a55c9d-e91a-40f8-9816-e0d57bf12245","c9a55c9d-e91a-40f8-9816-e0d57bf12245",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,2,3,3,3,3,3,3,3,3,3,NA,1,1,1,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-e1e21c76-03c5-4d83-8e84-3cbf90c2854a","e1e21c76-03c5-4d83-8e84-3cbf90c2854a",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,0,1,2,4,2,3,NA,2,2,2,3,3,22,1,4,0,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9779-ed58a5bd-fd5b-462e-8c5f-0572a5392fd1","ed58a5bd-fd5b-462e-8c5f-0572a5392fd1",9779,2020-02-28,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,13,7,37,"2020-02-27 21:42:12",1,"False",7182,522584,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,3,3,4,26,0,3,1,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9781-44e9f29b-2aae-41de-b430-399523ad16f5","44e9f29b-2aae-41de-b430-399523ad16f5",9781,2020-02-27,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,2,7,37,"2020-02-27 09:49:58",1,"False",7183,522292,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,3,4,4,3,2,3,3,3,2,3,3,3,26,0,5,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9781-7a7f33d2-6885-4cfb-9ba6-11921c8cd458","7a7f33d2-6885-4cfb-9ba6-11921c8cd458",9781,2020-02-27,"6","HighToleranceHighTransformational","Strong",3,"True",1,"HighStatus_HighLegitimacy",0,2,7,37,"2020-02-27 09:49:58",1,"False",7183,522292,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,3,2,3,2,2,4,3,2,3,3,3,3,29,1,4,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
