"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"10548-543dd442-08c0-4495-8289-78bb0e5aaedd","543dd442-08c0-4495-8289-78bb0e5aaedd",10548,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,9,7,90,"2020-03-02 08:44:11",1,"False",7445,524131,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,0,0,0,1,1,1,1,1,1,2,2,2,22,0,1,1,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10548-85d39a3b-086c-4194-bae5-b4c46254b411","85d39a3b-086c-4194-bae5-b4c46254b411",10548,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,9,7,90,"2020-03-02 08:44:11",1,"False",7445,524131,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10548-c4025d3e-52fa-4a53-ad97-d1e2b301828b","c4025d3e-52fa-4a53-ad97-d1e2b301828b",10548,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,9,7,90,"2020-03-02 08:44:11",1,"False",7445,524131,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10548-d46c16da-3e1e-4312-9070-c69566fbd518","d46c16da-3e1e-4312-9070-c69566fbd518",10548,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,9,7,90,"2020-03-02 08:44:11",1,"False",7445,524131,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-2d5d7b78-805d-4a4f-a5d6-eb17951aaf1b","2d5d7b78-805d-4a4f-a5d6-eb17951aaf1b",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,21,1,3,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-30772eb8-440d-4255-aee7-359be2a480d2","30772eb8-440d-4255-aee7-359be2a480d2",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,0,1,1,1,4,2,2,1,1,1,2,2,21,3,4,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-442bef0e-8169-4c70-b1e9-2a53d8f73874","442bef0e-8169-4c70-b1e9-2a53d8f73874",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,2,2,1,2,3,2,1,0,1,0,0,0,23,1,0,1,1,1,38,NA,0,1,2,2,2,2,3,2,2
"10551-4e79665f-5865-4139-9943-2475586781a8","4e79665f-5865-4139-9943-2475586781a8",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,2,3,3,3,3,2,2,1,2,2,2,3,20,1,4,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-6a4e4be3-b525-4165-8d8d-79e67abefd14","6a4e4be3-b525-4165-8d8d-79e67abefd14",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,1,2,3,4,3,2,1,0,1,2,3,4,21,1,3,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-98ee1ff0-cf7f-4386-9060-181810aa0a47","98ee1ff0-cf7f-4386-9060-181810aa0a47",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,1,2,1,4,2,0,2,3,4,3,2,1,23,0,1,1,0,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551-adc906cc-1211-4348-bac1-409c778111fe","adc906cc-1211-4348-bac1-409c778111fe",10551,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,90,"2020-03-01 06:08:41",1,"False",7448,523451,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,0,1,2,3,4,0,2,1,2,3,3,3,20,0,1,1,0,1,28,NA,0,1,2,3,3,4,4,3,2
"10552-4aa4e8aa-f99e-47bb-b2f3-aa2c5e9e368f","4aa4e8aa-f99e-47bb-b2f3-aa2c5e9e368f",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,3,4,4,4,4,4,3,4,4,4,4,3,19,1,3,0,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-66d6bd04-9cce-42b7-a652-98174dff6b17","66d6bd04-9cce-42b7-a652-98174dff6b17",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-6f8c85d3-ac68-4323-952e-c5779eb91725","6f8c85d3-ac68-4323-952e-c5779eb91725",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-7467aa68-322e-4eaa-9362-a0eb42d5f9df","7467aa68-322e-4eaa-9362-a0eb42d5f9df",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-8580a62e-a3ff-4c8a-81a8-915fc70ef816","8580a62e-a3ff-4c8a-81a8-915fc70ef816",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,0,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-a39a9275-e187-4896-bc88-5c41f530ce2c","a39a9275-e187-4896-bc88-5c41f530ce2c",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552-e8c02219-4fe6-420e-824d-cc39b314f977","e8c02219-4fe6-420e-824d-cc39b314f977",10552,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,10,7,90,"2020-03-01 07:53:15",1,"False",7449,523498,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-081bda19-3aa5-496b-823b-da7af65298dc","081bda19-3aa5-496b-823b-da7af65298dc",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-20b56eda-6a94-46eb-a973-828a798a9bc3","20b56eda-6a94-46eb-a973-828a798a9bc3",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,2,2,2,2,2,2,3,2,2,1,1,3,25,0,2,1,0,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-2d5d7b78-805d-4a4f-a5d6-eb17951aaf1b","2d5d7b78-805d-4a4f-a5d6-eb17951aaf1b",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,4,4,4,4,4,4,4,4,4,4,4,4,21,1,3,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-954a7677-83ab-4015-a22e-2de0bbce04b4","954a7677-83ab-4015-a22e-2de0bbce04b4",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-98b7c093-2115-4ee2-9286-63e9056e3115","98b7c093-2115-4ee2-9286-63e9056e3115",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-a351a6c1-48f2-4365-b2f0-7ae7c20871ca","a351a6c1-48f2-4365-b2f0-7ae7c20871ca",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10556-c5db9b22-a772-406c-aff3-1e703000d4a2","c5db9b22-a772-406c-aff3-1e703000d4a2",10556,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,7,7,91,"2020-03-01 09:37:48",1,"False",7453,523558,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,4,4,4,3,2,3,2,3,3,1,3,4,20,0,4,0,1,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-5e1c3bfe-25c7-4237-8ac6-f5221f74621c","5e1c3bfe-25c7-4237-8ac6-f5221f74621c",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-5f7b6948-bed1-445b-8d4a-55237cccda62","5f7b6948-bed1-445b-8d4a-55237cccda62",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-605addcb-7f03-4fc9-a1d5-54a2f0806ea4","605addcb-7f03-4fc9-a1d5-54a2f0806ea4",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-8c04c969-9aea-46d2-a845-86ebe6033fc9","8c04c969-9aea-46d2-a845-86ebe6033fc9",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-a1a62e20-9e63-45ab-b646-426222f2644b","a1a62e20-9e63-45ab-b646-426222f2644b",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,1,3,2,3,1,4,1,2,1,2,3,1,21,0,2,1,0,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-dffb8a41-0b15-44c6-8b39-21b87af2371c","dffb8a41-0b15-44c6-8b39-21b87af2371c",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10558-f448b3b4-01e6-4f39-9b5f-1028036a770f","f448b3b4-01e6-4f39-9b5f-1028036a770f",10558,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 09:59:06",1,"False",7455,523566,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-302f5bbb-ee86-4642-85ab-60c2097a1d01","302f5bbb-ee86-4642-85ab-60c2097a1d01",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,4,4,4,2,4,4,4,3,4,4,4,0,25,0,4,1,1,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-3a330a51-4027-4735-bb29-f5d1e6187131","3a330a51-4027-4735-bb29-f5d1e6187131",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-aebfa320-0baf-4780-a49b-7c51b5116835","aebfa320-0baf-4780-a49b-7c51b5116835",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-b52c4784-966d-469a-ac9d-964cd405711b","b52c4784-966d-469a-ac9d-964cd405711b",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-b81a351d-2423-4a05-9ec5-9063feec86c8","b81a351d-2423-4a05-9ec5-9063feec86c8",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-ce553267-7d57-459e-8326-f1289cd26613","ce553267-7d57-459e-8326-f1289cd26613",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10559-f802d0d5-5a36-4327-ae45-a6a6afe80a20","f802d0d5-5a36-4327-ae45-a6a6afe80a20",10559,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,92,"2020-03-01 10:56:04",1,"False",7456,523599,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-08a24492-166d-4acd-817e-60f5c6e8af74","08a24492-166d-4acd-817e-60f5c6e8af74",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-275ea275-f789-4185-b032-fbaf59b99889","275ea275-f789-4185-b032-fbaf59b99889",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,0,2,1,1,2,1,2,2,1,2,1,2,20,1,5,1,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-8d2e7940-e59c-4b2c-bdcb-483fcedfcdb0","8d2e7940-e59c-4b2c-bdcb-483fcedfcdb0",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,1,1,3,2,1,2,3,0,4,1,2,2,23,1,0,1,0,1,36,NA,2,2,3,2,3,2,3,2,1
"10563-ddd40109-f2c2-43e0-b274-89b20fb9f762","ddd40109-f2c2-43e0-b274-89b20fb9f762",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,2,2,2,2,2,2,2,2,2,2,2,2,22,0,4,0,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-e270f16d-6622-46b3-aa8f-fef21c4e7d57","e270f16d-6622-46b3-aa8f-fef21c4e7d57",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,0,1,2,3,1,2,2,3,3,2,2,1,22,0,0,1,1,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-f281683a-c704-442c-873e-eec93ed7c7d3","f281683a-c704-442c-873e-eec93ed7c7d3",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10563-fea3d39c-db9d-4ad9-a7a0-c6e3f0f5154c","fea3d39c-db9d-4ad9-a7a0-c6e3f0f5154c",10563,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 07:28:29",1,"False",7460,523483,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-2e2c094b-da3a-48ab-a8cb-de04b24b5ed0","2e2c094b-da3a-48ab-a8cb-de04b24b5ed0",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-4133c007-c1fd-46ee-a28b-c65aa2475df5","4133c007-c1fd-46ee-a28b-c65aa2475df5",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-5cca8056-4bc0-43a8-b3f3-eca86157c270","5cca8056-4bc0-43a8-b3f3-eca86157c270",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-63f02584-7f21-45c8-9eca-1dc2f1a86fbc","63f02584-7f21-45c8-9eca-1dc2f1a86fbc",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,1,1,1,1,1,1,1,1,1,1,1,1,21,0,0,1,1,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-a367a00f-da8c-4af6-8a77-04a6fcbc5fd1","a367a00f-da8c-4af6-8a77-04a6fcbc5fd1",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-b0c853a1-a912-4b30-8598-026f61574d2e","b0c853a1-a912-4b30-8598-026f61574d2e",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10564-f191c4fd-f972-4878-9b95-afedbf29c326","f191c4fd-f972-4878-9b95-afedbf29c326",10564,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 05:04:23",1,"False",7461,523427,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
