Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,GroupVote1,GroupVote2,round,group,player,structure,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,player,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1391307,62,1391307,13913,18481,1,0,0,13,7,6,10,NA,NaN,NaN,0,0,NaN,NaN,7,13913,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0,1040.571429,NA,NA,NA,7,0.857142857,NA
1391308,62,1391308,13913,18481,1,0,0,13,7,9,1,-1,0,0,0,1,NaN,NaN,8,13913,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0,1040.571429,0,0,0,7,0.857142857,0
1391309,62,1391309,13913,18481,1,0,0,13,7,7,2,-1,0,0,0,2,NaN,NaN,9,13913,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0,1040.571429,0,0,0,7,0.857142857,0
1391310,62,1391310,13913,18481,1,0,0,13,7,0,5,-1,0,0,0,1,NaN,NaN,10,13913,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.19047619,1040.571429,0,0,0,7,0.857142857,0
1391311,62,1391311,13913,18481,1,0,0,13,7,6,7,0,0.428571429,0.428571429,0,2,NaN,NaN,11,13913,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.19047619,1040.571429,0.428571429,0.428571429,0,7,0.857142857,0
1391312,62,1391312,13913,18481,1,0,0,13,7,0,6,-1,0,0,0,1,NaN,NaN,12,13913,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.142857143,1040.571429,0,0,0,7,0.857142857,0
1391313,62,1391313,13913,18481,1,0,0,13,7,9,8,0,0.428571429,0.428571429,0,1,NaN,NaN,13,13913,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.142857143,1040.571429,0.428571429,0.428571429,0,7,0.857142857,0
1391401,62,1391401,13914,18481,1,0,0,13,7,2,12,NA,NaN,NaN,0,0,NaN,NaN,1,13914,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,776.2857143,NA,NA,NA,7,0.857142857,NA
1391402,62,1391402,13914,18481,1,0,0,13,7,2,1,-1,0,0,0,1,NaN,NaN,2,13914,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,776.2857143,0,0,0,7,0.857142857,0
1391403,62,1391403,13914,18481,1,0,0,13,7,2,3,-1,0,0,0,2,NaN,NaN,3,13914,NaN,NaN,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.238095238,776.2857143,0,0,0,7,0.857142857,0
1391404,62,1391404,13914,18481,1,0,0,13,7,2,1,0,0.142857143,0.142857143,0,0,NaN,NaN,4,13914,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,776.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1391405,62,1391405,13914,18481,1,0,0,13,7,2,10,NA,NaN,NaN,0,2,NaN,NaN,5,13914,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.19047619,776.2857143,NA,NA,NA,7,0.857142857,NA
1391406,62,1391406,13914,18481,1,0,0,13,7,1,2,-1,0,0,0,1,NaN,NaN,6,13914,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,776.2857143,0,0,0,7,0.857142857,0
1391407,62,1391407,13914,18481,1,0,0,13,7,2,11,NA,NaN,NaN,0,0,NaN,NaN,7,13914,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0,776.2857143,NA,NA,NA,7,0.857142857,NA
1391408,62,1391408,13914,18481,1,0,0,13,7,2,9,NA,NaN,NaN,0,1,NaN,NaN,8,13914,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0,776.2857143,NA,NA,NA,7,0.857142857,NA
1391409,62,1391409,13914,18481,1,0,0,13,7,2,4,-1,0,0,0,2,NaN,NaN,9,13914,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0,776.2857143,0,0,0,7,0.857142857,0
1391410,62,1391410,13914,18481,1,0,0,13,7,0,5,0,0.142857143,0.142857143,0,1,NaN,NaN,10,13914,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.19047619,776.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1391411,62,1391411,13914,18481,1,0,0,13,7,2,7,-1,0.285714286,0.142857143,0,2,NaN,NaN,11,13914,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.19047619,776.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1391412,62,1391412,13914,18481,1,0,0,13,7,0,6,-1,0.285714286,0.142857143,0,1,NaN,NaN,12,13914,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.142857143,776.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1391413,62,1391413,13914,18481,1,0,0,13,7,2,8,-1,0.142857143,0,0,1,NaN,NaN,13,13914,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.142857143,776.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1391501,63,1391501,13915,18480,1,0,0,13,7,1,2,0,0.428571429,0.571428571,0,0,NaN,NaN,1,13915,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,643.7142857,0.428571429,0.571428571,0,7,0.857142857,0
1391502,63,1391502,13915,18480,1,0,0,13,7,1,1,0,0.428571429,0.571428571,0,2,NaN,NaN,2,13915,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,643.7142857,0.428571429,0.571428571,0,7,0.857142857,0
1391503,63,1391503,13915,18480,1,0,0,13,7,1,4,-1,0.285714286,0,0,1,NaN,NaN,3,13915,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,0.2,643.7142857,0.285714286,0,0.285714286,7,0.857142857,0
1391504,63,1391504,13915,18480,1,0,0,13,7,0,11,NA,NaN,NaN,0,0,NaN,NaN,4,13915,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,643.7142857,NA,NA,NA,7,0.857142857,NA
1391505,63,1391505,13915,18480,1,0,0,13,7,1,1,0,0.571428571,0.571428571,0,1,NaN,NaN,5,13915,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,643.7142857,0.571428571,0.571428571,0.142857143,7,0.857142857,0
1391506,63,1391506,13915,18480,1,0,0,13,7,0,12,NA,NaN,NaN,0,2,NaN,NaN,6,13915,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,643.7142857,NA,NA,NA,7,0.857142857,NA
1391507,63,1391507,13915,18480,1,0,0,13,7,0,1,-1,0.428571429,0,0,0,NaN,NaN,7,13915,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,643.7142857,0.428571429,0,0.428571429,7,0.857142857,0
1391508,63,1391508,13915,18480,1,0,0,13,7,0,9,NA,NaN,NaN,0,2,NaN,NaN,8,13915,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,643.7142857,NA,NA,NA,7,0.857142857,NA
1391509,63,1391509,13915,18480,1,0,0,13,7,0,10,NA,NaN,NaN,0,1,NaN,NaN,9,13915,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,643.7142857,NA,NA,NA,7,0.857142857,NA
1391510,63,1391510,13915,18480,1,0,0,13,7,0,5,-1,0.428571429,0,0,1,NaN,NaN,10,13915,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,643.7142857,0.428571429,0,0.428571429,7,0.857142857,0
1391511,63,1391511,13915,18480,1,0,0,13,7,1,7,-1,0,0,0,2,NaN,NaN,11,13915,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,643.7142857,0,0,0,7,0.857142857,0
1391512,63,1391512,13915,18480,1,0,0,13,7,0,6,0,0.571428571,0.428571429,0,2,NaN,NaN,12,13915,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,1,643.7142857,0.571428571,0.428571429,0,7,0.857142857,0
1391513,63,1391513,13915,18480,1,0,0,13,7,0,8,-1,0.571428571,0.142857143,0,1,NaN,NaN,13,13915,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,1,643.7142857,0.571428571,0.142857143,0.142857143,7,0.857142857,0
1391601,63,1391601,13916,18481,1,0,0,13,7,0,11,NA,NaN,NaN,0,0,NaN,NaN,1,13916,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,780.1428571,NA,NA,NA,7,0.857142857,NA
1391602,63,1391602,13916,18481,1,0,0,13,7,0,3,0,0.428571429,0.428571429,0,2,NaN,NaN,2,13916,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.2,780.1428571,0.428571429,0.428571429,0,7,0.857142857,0
1391603,63,1391603,13916,18481,1,0,0,13,7,0,1,-1,0.285714286,0.142857143,0,1,NaN,NaN,3,13916,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,780.1428571,0.285714286,0.142857143,0.285714286,7,0.857142857,0
1391604,63,1391604,13916,18481,1,0,0,13,7,0,4,0,0.571428571,0,0,0,NaN,NaN,4,13916,NaN,NaN,2,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,0.4,780.1428571,0.571428571,0,0,7,0.857142857,0
1391605,63,1391605,13916,18481,1,0,0,13,7,0,1,-1,0,0,0,1,NaN,NaN,5,13916,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,780.1428571,0,0,0,7,0.857142857,0
1391606,63,1391606,13916,18481,1,0,0,13,7,0,12,NA,NaN,NaN,0,2,NaN,NaN,6,13916,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,780.1428571,NA,NA,NA,7,0.857142857,NA
1391607,63,1391607,13916,18481,1,0,0,13,7,0,1,-1,0.142857143,0,0,0,NaN,NaN,7,13916,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,780.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1391608,63,1391608,13916,18481,1,0,0,13,7,0,9,NA,NaN,NaN,0,2,NaN,NaN,8,13916,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,780.1428571,NA,NA,NA,7,0.857142857,NA
1391609,63,1391609,13916,18481,1,0,0,13,7,0,10,NA,NaN,NaN,0,1,NaN,NaN,9,13916,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,780.1428571,NA,NA,NA,7,0.857142857,NA
1391610,63,1391610,13916,18481,1,0,0,13,7,0,5,-1,0,0,0,1,NaN,NaN,10,13916,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,780.1428571,0,0,0,7,0.857142857,0
1391611,63,1391611,13916,18481,1,0,0,13,7,0,7,0,0.714285714,0.571428571,0,2,NaN,NaN,11,13916,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,780.1428571,0.714285714,0.571428571,0,7,0.857142857,0
1391612,63,1391612,13916,18481,1,0,0,13,7,0,6,0,0.571428571,0.571428571,0,2,NaN,NaN,12,13916,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,1,780.1428571,0.571428571,0.571428571,0,7,0.857142857,0
1391613,63,1391613,13916,18481,1,0,0,13,7,0,8,0,0.714285714,0.428571429,0,1,NaN,NaN,13,13916,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,1,780.1428571,0.714285714,0.428571429,0,7,0.857142857,0
1391701,64,1391701,13917,18481,1,0,1,2,7,3,9,NA,NaN,NaN,0,0,NaN,NaN,1,13917,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,558.5714286,NA,NA,NA,7,0.857142857,NA
1391702,64,1391702,13917,18481,1,0,1,2,7,0,2,-1,0.571428571,0,0,1,NaN,NaN,2,13917,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,558.5714286,0.571428571,0,0,7,0.857142857,0
1391801,64,1391801,13918,18482,1,0,1,13,7,3,2,-1,0.428571429,0,0,0,NaN,NaN,1,13918,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,796.5714286,0.428571429,0,0.428571429,7,0.857142857,0
1391802,64,1391802,13918,18482,1,0,1,13,7,3,1,-1,0.428571429,0.428571429,0,1,NaN,NaN,2,13918,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,796.5714286,0.428571429,0.428571429,0.142857143,7,0.857142857,0
1391803,64,1391803,13918,18482,1,0,1,13,7,3,11,NA,NaN,NaN,0,2,NaN,NaN,3,13918,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,796.5714286,NA,NA,NA,7,0.857142857,NA
1391804,64,1391804,13918,18482,1,0,1,13,7,0,4,0,0.142857143,0.571428571,0,0,NaN,NaN,4,13918,NaN,NaN,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.047619048,796.5714286,0.142857143,0.571428571,0,7,0.857142857,0
1391805,64,1391805,13918,18482,1,0,1,13,7,0,1,-1,0.428571429,0,0,2,NaN,NaN,5,13918,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.047619048,796.5714286,0.428571429,0,0.428571429,7,0.857142857,0
1391806,64,1391806,13918,18482,1,0,1,13,7,4,12,NA,NaN,NaN,0,1,NaN,NaN,6,13918,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,796.5714286,NA,NA,NA,7,0.857142857,NA
1391807,64,1391807,13918,18482,1,0,1,13,7,5,1,-1,0.571428571,0.285714286,0,0,NaN,NaN,7,13918,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,796.5714286,0.571428571,0.285714286,0,7,0.857142857,0
1391808,64,1391808,13918,18482,1,0,1,13,7,0,10,NA,NaN,NaN,0,1,NaN,NaN,8,13918,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,796.5714286,NA,NA,NA,7,0.857142857,NA
1391809,64,1391809,13918,18482,1,0,1,13,7,4,9,NA,NaN,NaN,0,2,NaN,NaN,9,13918,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,796.5714286,NA,NA,NA,7,0.857142857,NA
1391810,64,1391810,13918,18482,1,0,1,13,7,0,5,-1,0.571428571,0.428571429,0,1,NaN,NaN,10,13918,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,796.5714286,0.571428571,0.428571429,0,7,0.857142857,0
1391811,64,1391811,13918,18482,1,0,1,13,7,0,7,0,0.428571429,0.428571429,0,2,NaN,NaN,11,13918,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,796.5714286,0.428571429,0.428571429,0.142857143,7,0.857142857,0
1391812,64,1391812,13918,18482,1,0,1,13,7,0,6,0,0.428571429,0.571428571,0,1,NaN,NaN,12,13918,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,796.5714286,0.428571429,0.571428571,0,7,0.857142857,0
1391813,64,1391813,13918,18482,1,0,1,13,7,0,8,-1,0,0,0,1,NaN,NaN,13,13918,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,796.5714286,0,0,0,7,0.857142857,0
1391901,64,1391901,13919,18480,1,0,1,13,7,3,1,-1,0.285714286,0.285714286,0,0,NaN,NaN,1,13919,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,1071.285714,0.285714286,0.285714286,0,7,0.857142857,0
1391902,64,1391902,13919,18480,1,0,1,13,7,0,4,0,0.714285714,0.571428571,0,1,NaN,NaN,2,13919,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.238095238,1071.285714,0.714285714,0.571428571,0,7,0.857142857,0
1391903,64,1391903,13919,18480,1,0,1,13,7,0,2,-1,0.142857143,0,0,2,NaN,NaN,3,13919,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,1071.285714,0.142857143,0,0.142857143,7,0.857142857,0
1391904,64,1391904,13919,18480,1,0,1,13,7,0,10,NA,NaN,NaN,0,0,NaN,NaN,4,13919,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,1071.285714,NA,NA,NA,7,0.857142857,NA
1391905,64,1391905,13919,18480,1,0,1,13,7,0,9,NA,NaN,NaN,0,2,NaN,NaN,5,13919,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,1071.285714,NA,NA,NA,7,0.857142857,NA
1391906,64,1391906,13919,18480,1,0,1,13,7,0,1,-1,0,0,0,1,NaN,NaN,6,13919,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.047619048,1071.285714,0,0,0,7,0.857142857,0
1391907,64,1391907,13919,18480,1,0,1,13,7,1,12,NA,NaN,NaN,0,0,NaN,NaN,7,13919,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,1071.285714,NA,NA,NA,7,0.857142857,NA
1391908,64,1391908,13919,18480,1,0,1,13,7,2,3,0,0.857142857,0.714285714,0,1,NaN,NaN,8,13919,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.380952381,1071.285714,0.857142857,0.714285714,0,7,0.857142857,1
1391909,64,1391909,13919,18480,1,0,1,13,7,0,11,NA,NaN,NaN,0,2,NaN,NaN,9,13919,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,1071.285714,NA,NA,NA,7,0.857142857,NA
1391910,64,1391910,13919,18480,1,0,1,13,7,0,5,-1,0.142857143,0,0,1,NaN,NaN,10,13919,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,1071.285714,0.142857143,0,0.142857143,7,0.857142857,0
1391911,64,1391911,13919,18480,1,0,1,13,7,0,7,0,0.571428571,0.285714286,0,2,NaN,NaN,11,13919,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,1071.285714,0.571428571,0.285714286,0,7,0.857142857,0
1391912,64,1391912,13919,18480,1,0,1,13,7,0,6,0,0.142857143,0.428571429,0,1,NaN,NaN,12,13919,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,1071.285714,0.142857143,0.428571429,0.142857143,7,0.857142857,0
1391913,64,1391913,13919,18480,1,0,1,13,7,0,8,0,0.571428571,0.571428571,0,1,NaN,NaN,13,13919,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,1071.285714,0.571428571,0.571428571,0,7,0.857142857,0
1392001,65,1392001,13920,18480,1,0,1,13,7,2,9,NA,NaN,NaN,0,0,NaN,NaN,1,13920,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,923.7142857,NA,NA,NA,7,0.857142857,NA
1392002,65,1392002,13920,18480,1,0,1,13,7,3,4,-1,0.142857143,0.285714286,0,2,NaN,NaN,2,13920,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.238095238,923.7142857,0.142857143,0.285714286,0,7,0.857142857,0
1392003,65,1392003,13920,18480,1,0,1,13,7,3,3,-1,0,0,0,1,NaN,NaN,3,13920,NaN,NaN,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.238095238,923.7142857,0,0,0,7,0.857142857,0
1392004,65,1392004,13920,18480,1,0,1,13,7,3,11,NA,NaN,NaN,0,0,NaN,NaN,4,13920,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,923.7142857,NA,NA,NA,7,0.857142857,NA
1392005,65,1392005,13920,18480,1,0,1,13,7,2,10,NA,NaN,NaN,0,1,NaN,NaN,5,13920,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,923.7142857,NA,NA,NA,7,0.857142857,NA
1392006,65,1392006,13920,18480,1,0,1,13,7,2,2,-1,0,0,0,2,NaN,NaN,6,13920,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,923.7142857,0,0,0,7,0.857142857,0
1392007,65,1392007,13920,18480,1,0,1,13,7,1,1,-1,0,0.142857143,0,0,NaN,NaN,7,13920,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,923.7142857,0,0.142857143,0,7,0.857142857,0
1392008,65,1392008,13920,18480,1,0,1,13,7,2,1,-1,0,0,0,2,NaN,NaN,8,13920,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,923.7142857,0,0,0,7,0.857142857,0
1392009,65,1392009,13920,18480,1,0,1,13,7,1,12,NA,NaN,NaN,0,1,NaN,NaN,9,13920,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,923.7142857,NA,NA,NA,7,0.857142857,NA
1392010,65,1392010,13920,18480,1,0,1,13,7,0,5,-1,0.142857143,0,0,1,NaN,NaN,10,13920,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.095238095,923.7142857,0.142857143,0,0.142857143,7,0.857142857,0
1392011,65,1392011,13920,18480,1,0,1,13,7,1,7,-1,0.142857143,0.142857143,0,2,NaN,NaN,11,13920,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.095238095,923.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1392012,65,1392012,13920,18480,1,0,1,13,7,0,6,-1,0.142857143,0.142857143,0,2,NaN,NaN,12,13920,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.285714286,923.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1392013,65,1392013,13920,18480,1,0,1,13,7,1,8,-1,0,0,0,1,NaN,NaN,13,13920,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.285714286,923.7142857,0,0,0,7,0.857142857,0
1392201,65,1392201,13922,18482,1,0,1,13,7,1,11,NA,NaN,NaN,0,0,NaN,NaN,1,13922,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,823.4285714,NA,NA,NA,7,0.857142857,NA
1392202,65,1392202,13922,18482,1,0,1,13,7,1,1,-1,0,0,0,2,NaN,NaN,2,13922,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,823.4285714,0,0,0,7,0.857142857,0
1392203,65,1392203,13922,18482,1,0,1,13,7,1,4,-1,0.285714286,0.142857143,0,1,NaN,NaN,3,13922,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.238095238,823.4285714,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1392204,65,1392204,13922,18482,1,0,1,13,7,1,10,NA,NaN,NaN,0,0,NaN,NaN,4,13922,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,823.4285714,NA,NA,NA,7,0.857142857,NA
1392205,65,1392205,13922,18482,1,0,1,13,7,2,9,NA,NaN,NaN,0,1,NaN,NaN,5,13922,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,823.4285714,NA,NA,NA,7,0.857142857,NA
1392206,65,1392206,13922,18482,1,0,1,13,7,1,3,-1,0,0,0,2,NaN,NaN,6,13922,NaN,NaN,2,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.095238095,823.4285714,0,0,0,7,0.857142857,0
1392207,65,1392207,13922,18482,1,0,1,13,7,1,1,0,0.142857143,0.142857143,0,0,NaN,NaN,7,13922,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,823.4285714,0.142857143,0.142857143,0,7,0.857142857,0
1392208,65,1392208,13922,18482,1,0,1,13,7,1,12,NA,NaN,NaN,0,2,NaN,NaN,8,13922,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,823.4285714,NA,NA,NA,7,0.857142857,NA
1392209,65,1392209,13922,18482,1,0,1,13,7,1,1,0,0.142857143,0.428571429,0,1,NaN,NaN,9,13922,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,823.4285714,0.142857143,0.428571429,0,7,0.857142857,0
1392210,65,1392210,13922,18482,1,0,1,13,7,0,5,0,0.142857143,0.142857143,0,1,NaN,NaN,10,13922,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.095238095,823.4285714,0.142857143,0.142857143,0,7,0.857142857,0
1392211,65,1392211,13922,18482,1,0,1,13,7,1,7,-1,0,0,0,2,NaN,NaN,11,13922,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.095238095,823.4285714,0,0,0,7,0.857142857,0
1392212,65,1392212,13922,18482,1,0,1,13,7,0,6,0,0.428571429,0.142857143,0,2,NaN,NaN,12,13922,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.285714286,823.4285714,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1392213,65,1392213,13922,18482,1,0,1,13,7,2,8,0,0.285714286,0.285714286,0,1,NaN,NaN,13,13922,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.285714286,823.4285714,0.285714286,0.285714286,0,7,0.857142857,0
1392301,66,1392301,13923,18481,1,0,1,13,7,3,9,NA,NaN,NaN,0,0,NaN,NaN,1,13923,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,926.4285714,NA,NA,NA,7,0.857142857,NA
1392302,66,1392302,13923,18481,1,0,1,13,7,5,3,-1,0,0,0,1,NaN,NaN,2,13923,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.2,926.4285714,0,0,0,7,0.857142857,0
1392303,66,1392303,13923,18481,1,0,1,13,7,4,12,NA,NaN,NaN,0,2,NaN,NaN,3,13923,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,926.4285714,NA,NA,NA,7,0.857142857,NA
1392304,66,1392304,13923,18481,1,0,1,13,7,3,11,NA,NaN,NaN,0,0,NaN,NaN,4,13923,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,926.4285714,NA,NA,NA,7,0.857142857,NA
