matchid_playerid,playerid,matchid,settingsNum,matchDate,competitionLabel,competition,timeUncertaintyLabel,timeUncertainty,supportLabel,support,nRound,nConnected,date.time,competitive.level,replay,organizationalStructure,toleranceLabel,tolerance,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,ToA_Calculated,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2
9687-8f1d5dda-48b8-43bf-9bfe-bb8224cbf5a7,8f1d5dda-48b8-43bf-9bfe-bb8224cbf5a7,9687,19,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 03:19,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9687-e85ad2bb-095e-4665-9ca1-0234596335d0,e85ad2bb-095e-4665-9ca1-0234596335d0,9687,19,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 03:19,1,FALSE,Hierarchical,Ambiguity High,1,0,2,2,2,2,2,2,2,2,2,2,2,20,0,0,1,1,1,38,NA,2,2,2,2,2,2,2,2,2
9690-17b911af-28d4-46c2-ab1f-6adbf4464f72,17b911af-28d4-46c2-ab1f-6adbf4464f72,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-1b39458b-ed3d-4568-a7fb-c1b11c7c020f,1b39458b-ed3d-4568-a7fb-c1b11c7c020f,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,3,3,4,2,3,2,4,4,4,2,3,1,27,1,4,1,1,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-224dc830-bcae-489d-9170-f439c748e4cc,224dc830-bcae-489d-9170-f439c748e4cc,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,3,3,4,2,3,2,4,4,4,2,3,1,26,1,4,1,1,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-52f63c9b-5b55-4fff-9827-8dca25458eae,52f63c9b-5b55-4fff-9827-8dca25458eae,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-6188ed19-78b3-4ce2-8c79-429842513dff,6188ed19-78b3-4ce2-8c79-429842513dff,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-c81eee2c-7bd4-4283-9dbd-6f2a90d8908c,c81eee2c-7bd4-4283-9dbd-6f2a90d8908c,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,3,3,4,2,3,2,4,4,4,2,3,1,25,1,4,1,1,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690-ce334d3f-1153-4749-9e39-52ce8790c143,ce334d3f-1153-4749-9e39-52ce8790c143,9690,19,29/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,29/02/2020 05:06,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-0140d8c9-7655-49b6-ac2a-e46cc9f646e4,0140d8c9-7655-49b6-ac2a-e46cc9f646e4,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-0403264b-4cad-44bb-9009-9e9ef71880b2,0403264b-4cad-44bb-9009-9e9ef71880b2,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,4,4,4,4,4,4,3,4,4,4,3,3,NA,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-1789f612-c923-492a-a08a-94c4f474a59e,1789f612-c923-492a-a08a-94c4f474a59e,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,1,2,1,3,1,3,1,4,3,3,1,3,52,0,4,1,0,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-23ed0f46-08fe-41b8-ab04-5beeddfe7961,23ed0f46-08fe-41b8-ab04-5beeddfe7961,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,3,2,2,2,2,2,2,2,2,2,2,2,20,0,4,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-44e9f29b-2aae-41de-b430-399523ad16f5,44e9f29b-2aae-41de-b430-399523ad16f5,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,3,4,4,3,2,3,3,3,2,3,3,3,26,0,5,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-560c35e2-72ac-4f36-8325-cb13b59c7174,560c35e2-72ac-4f36-8325-cb13b59c7174,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9692-bda45ac4-1125-4b6c-b6f6-559c7935435b,bda45ac4-1125-4b6c-b6f6-559c7935435b,9692,20,28/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,27/02/2020 21:01,1,FALSE,Cellular,Ambiguity High,1,3,2,3,3,3,2,4,4,3,3,3,2,25,1,1,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-054150e9-9a3a-479f-ba8f-5435adf784e1,054150e9-9a3a-479f-ba8f-5435adf784e1,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-2e8bba04-9b70-40d4-b06c-a865a7e0736c,2e8bba04-9b70-40d4-b06c-a865a7e0736c,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,2,3,4,3,0,3,2,4,3,4,1,4,21,0,3,0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-370e08ae-f823-4780-845e-e5af2bddaf49,370e08ae-f823-4780-845e-e5af2bddaf49,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-4058df17-ac07-467c-a35e-9f68ade7d9fd,4058df17-ac07-467c-a35e-9f68ade7d9fd,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-c3116d2f-7036-4d39-95df-3951fb6642af,c3116d2f-7036-4d39-95df-3951fb6642af,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,4,4,4,3,4,3,4,4,4,3,2,2,33,0,4,1,1,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-c9324c2b-251a-44c4-bbbe-bc4ded5fc727,c9324c2b-251a-44c4-bbbe-bc4ded5fc727,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699-e7b03011-0da2-4034-b4b6-7b4807e7eaa4,e7b03011-0da2-4034-b4b6-7b4807e7eaa4,9699,21,27/02/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,6,7,27/02/2020 09:21,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-25e09be0-df77-43a3-b74b-82ee20f3b49d,25e09be0-df77-43a3-b74b-82ee20f3b49d,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,3,3,4,3,2,2,4,4,3,2,2,3,24,0,3,0,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-44e9f29b-2aae-41de-b430-399523ad16f5,44e9f29b-2aae-41de-b430-399523ad16f5,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,3,4,4,3,2,3,3,3,2,3,3,3,26,0,5,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-91137929-5600-4ea3-a271-7818b846fce4,91137929-5600-4ea3-a271-7818b846fce4,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,2,3,4,4,3,2,3,4,3,2,4,3,26,1,5,0,1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-aa674e34-c4a5-449e-93c6-3c2e3e508dc9,aa674e34-c4a5-449e-93c6-3c2e3e508dc9,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-b07285af-d177-42b4-af46-f5e68aad4e47,b07285af-d177-42b4-af46-f5e68aad4e47,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-ced00e38-bcb6-4850-8779-e248fa955696,ced00e38-bcb6-4850-8779-e248fa955696,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,2,1,4,2,3,2,4,4,4,2,4,3,29,0,5,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9702-e54e14ce-6254-436a-b0f2-7478c1b02c5d,e54e14ce-6254-436a-b0f2-7478c1b02c5d,9702,22,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,7,7,27/02/2020 23:01,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-02340504-b3f5-46f4-ba02-71aa63f63d1f,02340504-b3f5-46f4-ba02-71aa63f63d1f,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,3,2,2,1,2,1,2,1,3,2,1,3,19,1,2,1,1,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-23ed0f46-08fe-41b8-ab04-5beeddfe7961,23ed0f46-08fe-41b8-ab04-5beeddfe7961,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,3,2,2,2,2,2,2,2,2,2,2,2,20,0,4,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-4b36eebf-2700-4623-9483-ed66317dc055,4b36eebf-2700-4623-9483-ed66317dc055,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-522e4b61-617e-4439-937a-4edf41c5e0e2,522e4b61-617e-4439-937a-4edf41c5e0e2,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-7a7f33d2-6885-4cfb-9ba6-11921c8cd458,7a7f33d2-6885-4cfb-9ba6-11921c8cd458,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,3,2,3,2,2,4,3,2,3,3,3,3,29,1,4,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-891794a4-886c-4200-b723-7fb8695f123d,891794a4-886c-4200-b723-7fb8695f123d,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-91137929-5600-4ea3-a271-7818b846fce4,91137929-5600-4ea3-a271-7818b846fce4,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,2,3,4,4,3,2,3,4,3,2,4,3,26,1,5,0,1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707-bda45ac4-1125-4b6c-b6f6-559c7935435b,bda45ac4-1125-4b6c-b6f6-559c7935435b,9707,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,8,28/02/2020 14:01,1,FALSE,Cellular,Ambiguity High,1,3,2,3,3,3,2,4,4,3,3,3,2,25,1,1,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-00b9315f-5381-47d6-be7a-de4e5af5d2b1,00b9315f-5381-47d6-be7a-de4e5af5d2b1,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,4,4,4,4,4,4,4,4,3,2,3,2,33,1,4,0,0,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-1bf63980-e7b8-418e-8c64-0cf514bb643a,1bf63980-e7b8-418e-8c64-0cf514bb643a,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-25616b3c-cf92-4e55-b358-9cfafe0d5c49,25616b3c-cf92-4e55-b358-9cfafe0d5c49,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,31,3,5,1,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-7862d866-0752-4250-9517-ab17d9a20c6e,7862d866-0752-4250-9517-ab17d9a20c6e,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-8c4569a4-1a9d-4634-a163-ca6ef121b250,8c4569a4-1a9d-4634-a163-ca6ef121b250,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-f36b3563-220b-4270-8e78-212ab631261d,f36b3563-220b-4270-8e78-212ab631261d,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709-f50e34de-39f6-48a4-8ed6-665f08efe347,f50e34de-39f6-48a4-8ed6-665f08efe347,9709,23,28/02/2020,Weak,1,TRUE,1,LowStatus_HighLegitimacy,1,13,7,28/02/2020 15:38,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-0168ce51-2e89-4592-b766-3261c8a1e9b8,0168ce51-2e89-4592-b766-3261c8a1e9b8,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,12,0,1,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-3858d06b-c9de-45ff-857f-6dc95093a09c,3858d06b-c9de-45ff-857f-6dc95093a09c,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,0,3,2,2,3,1,3,2,3,3,3,2,20,0,3,1,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-40867197-d2ec-403e-9b2c-2029792d6355,40867197-d2ec-403e-9b2c-2029792d6355,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,0,0,4,4,4,4,4,4,4,4,4,4,29,0,4,1,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-4b662783-daff-47de-81e8-411b4f547c0f,4b662783-daff-47de-81e8-411b4f547c0f,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-54251f6f-66d7-460a-a1f5-58ad75b5de09,54251f6f-66d7-460a-a1f5-58ad75b5de09,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,3,3,1,3,3,2,4,2,4,3,3,3,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-565ac31a-ebfe-48f2-9ed0-576aab5a1c50,565ac31a-ebfe-48f2-9ed0-576aab5a1c50,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9717-8ff5c249-d2cd-40b0-882e-0cd66abcfb56,8ff5c249-d2cd-40b0-882e-0cd66abcfb56,9717,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 23:25,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-165e9c39-b02d-46b4-b26a-260dff24a026,165e9c39-b02d-46b4-b26a-260dff24a026,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-1f8fd58d-002c-48d7-8498-84802893d0d9,1f8fd58d-002c-48d7-8498-84802893d0d9,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-246b4d9c-8426-4efc-94b9-41dcbe341686,246b4d9c-8426-4efc-94b9-41dcbe341686,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-615cd86e-9f24-4034-b5d4-716394bf46ef,615cd86e-9f24-4034-b5d4-716394bf46ef,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-6312a336-2f03-498e-8463-9f9bb10280ca,6312a336-2f03-498e-8463-9f9bb10280ca,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-71fe809b-6dbb-4c18-bfe1-54e870b33adf,71fe809b-6dbb-4c18-bfe1-54e870b33adf,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9721-7677d7b1-3ff6-4517-ac5f-b45d58a7c19b,7677d7b1-3ff6-4517-ac5f-b45d58a7c19b,9721,25,29/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,28/02/2020 20:36,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725-191495a9-f318-4055-a64d-a0b46456120e,191495a9-f318-4055-a64d-a0b46456120e,9725,26,28/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,3,7,28/02/2020 05:08,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725-6115b662-a38d-4538-8c79-8a4c587b4123,6115b662-a38d-4538-8c79-8a4c587b4123,9725,26,28/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,3,7,28/02/2020 05:08,1,FALSE,Cellular,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725-66d6bd04-9cce-42b7-a652-98174dff6b17,66d6bd04-9cce-42b7-a652-98174dff6b17,9725,26,28/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,3,7,28/02/2020 05:08,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725-7398221a-2810-43e1-818b-76870dc66d0f,7398221a-2810-43e1-818b-76870dc66d0f,9725,26,28/02/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,3,7,28/02/2020 05:08,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
